StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_11,Process_9,2022-02-22T05:35:05+00:00,Press button in window,Microsoft Teams - 1 running window in Quick Launch Bar,Note down the assigned task,Event_45
1,Recording_11,Process_9,2022-02-22T05:35:09+00:00,Press button in window,"Button 'Add a tab' in Pane 'General  ...  Teams, Main Window'",Note down the assigned task,Event_45
2,Recording_11,Process_9,2022-02-22T05:35:17+00:00,Populate text field in window,"Edit 'Search' in Pane 'General  ...  Teams, Main Window'; Text:'project'",Note down the assigned task,Event_45
3,Recording_11,Process_9,2022-02-22T05:35:25+00:00,Click UI element in window,"List Item 'Project' in Pane 'General  ...  Teams, Main Window'",Note down the assigned task,Event_45
4,Recording_11,Process_9,2022-02-22T05:35:32+00:00,Click UI element in window,"List Item in Pane 'General  ...  Teams, Main Window'",Note down the assigned task,Event_45
5,Recording_11,Process_9,2022-02-22T05:35:35+00:00,Press button in window,"Button 'Save' in Pane 'General  ...  Teams, Main Window'",Note down the assigned task,Event_45
6,Recording_11,Process_9,2022-02-22T05:35:54+00:00,Click UI element in window,"Tree in Pane 'General  ...  Teams, Main Window'",Note down the assigned task,Event_45
7,Recording_11,Process_9,2022-02-22T05:36:04+00:00,Select menu option in window,Microsoft Edge (2) - 2 running windows in Quick Launch Bar,Login to the form making app,Event_46
8,Recording_11,Process_9,2022-02-22T05:36:08+00:00,Click UI element in window,List Item 'New tab  ...  - Microsoft​ Edge' in List 'Task Switcher',Login to the form making app,Event_46
9,Recording_11,Process_9,2022-02-22T05:36:15+00:00,Populate text field in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'microsoft form',Login to the form making app,Event_46
10,Recording_11,Process_9,2022-02-22T05:36:16+00:00,Send keys,TextToSend:'{Return}',Login to the form making app,Event_46
11,Recording_11,Process_9,2022-02-22T05:36:20+00:00,Click UI element in window,Hyperlink 'Microsoft Forms' in Window 'microsoft  ...  - Microsoft​ Edge',Login to the form making app,Event_46
12,Recording_11,Process_9,2022-02-22T05:36:26+00:00,Press button in window,Button 'New Form' in Window 'Microsoft  ...  - Microsoft​ Edge' 2,"According to the requirement of template, prepare customer request form",Event_47
13,Recording_11,Process_9,2022-02-22T05:36:31+00:00,Click UI element in window,Group 'Untitled form Form Title Designer' in Window 'Untitled  ...  - Microsoft​ Edge',"According to the requirement of template, prepare customer request form",Event_47
14,Recording_11,Process_9,2022-02-22T05:36:44+00:00,Populate text field in window,Edit 'Form title' in Window 'Untitled  ...  - Microsoft​ Edge'; Text:'Customer request form',"According to the requirement of template, prepare customer request form",Event_47
15,Recording_11,Process_9,2022-02-22T05:37:11+00:00,Populate text field in window,Edit 'Form description' in Window 'Customer  ...  - Microsoft​ Edge'; Text:'Enter changes in customer detail',"According to the requirement of template, prepare customer request form",Event_47
16,Recording_11,Process_9,2022-02-22T05:37:17+00:00,Press button in window,Button 'Add new question or section' in Window 'Customer  ...  - Microsoft​ Edge',"According to the requirement of template, prepare customer request form",Event_47
17,Recording_11,Process_9,2022-02-22T05:37:21+00:00,Press button in window,Button 'Text' in Window 'Customer  ...  - Microsoft​ Edge',"According to the requirement of template, prepare customer request form",Event_47
18,Recording_11,Process_9,2022-02-22T05:37:36+00:00,Populate text field in window,Edit 'Question title' in Window 'Customer  ...  - Microsoft​ Edge'; Text:'Enter new adress',"According to the requirement of template, prepare customer request form",Event_47
19,Recording_11,Process_9,2022-02-22T05:37:41+00:00,Click UI element in window,Group 'Edit Question 1' in Window 'Customer  ...  - Microsoft​ Edge',"According to the requirement of template, prepare customer request form",Event_47
20,Recording_11,Process_9,2022-02-22T05:37:47+00:00,Press button in window,Button 'Add new question or section' 2 in Window 'Customer  ...  - Microsoft​ Edge',"According to the requirement of template, prepare customer request form",Event_47
21,Recording_11,Process_9,2022-02-22T05:37:50+00:00,Press button in window,Button 'Text' 2 in Window 'Customer  ...  - Microsoft​ Edge',"According to the requirement of template, prepare customer request form",Event_47
22,Recording_11,Process_9,2022-02-22T05:38:08+00:00,Populate text field in window,Edit 'Question title' 2 in Window 'Customer  ...  - Microsoft​ Edge'; Text:'Enter alternative Email ID',"According to the requirement of template, prepare customer request form",Event_47
23,Recording_11,Process_9,2022-02-22T05:38:15+00:00,Click UI element in window,Edit 'Question title' 2 in Window 'Customer  ...  - Microsoft​ Edge',"According to the requirement of template, prepare customer request form",Event_47
24,Recording_11,Process_9,2022-02-22T05:38:20+00:00,Press button in window,Button 'Share' in Window 'Customer  ...  - Microsoft​ Edge',"To send the approval request, copy the link of template",Event_48
25,Recording_11,Process_9,2022-02-22T05:38:25+00:00,Press button in window,Button 'Copy' in Window 'Customer  ...  - Microsoft​ Edge',"To send the approval request, copy the link of template",Event_48
26,Recording_11,Process_9,2022-02-22T05:38:29+00:00,Press button in window,Button 'New Tab' in Window 'Customer  ...  - Microsoft​ Edge',Go to the approval flow,Event_49
27,Recording_11,Process_9,2022-02-22T05:38:32+00:00,Click UI element in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge',Go to the approval flow,Event_49
28,Recording_11,Process_9,2022-02-22T05:38:40+00:00,Populate text field in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge' 2; Text:'power automate',Go to the approval flow,Event_49
29,Recording_11,Process_9,2022-02-22T05:38:40+00:00,Send keys,TextToSend:'{Return}',Go to the approval flow,Event_49
30,Recording_11,Process_9,2022-02-22T05:38:44+00:00,Click UI element in window,Hyperlink 'Power Automate | Microsoft Power Platform' in Window 'power  ...  - Microsoft​ Edge',Go to the approval flow,Event_49
31,Recording_11,Process_9,2022-02-22T05:38:49+00:00,Click UI element in window,Hyperlink 'Sign in' in Window 'Power  ...  - Microsoft​ Edge' 2,Go to the approval flow,Event_49
32,Recording_11,Process_9,2022-02-22T05:39:01+00:00,Select menu option in window,Menu Item 'My flows' in Window 'Microsoft  ...  - Microsoft​ Edge' 3,Go to the approval flow,Event_49
33,Recording_11,Process_9,2022-02-22T05:39:07+00:00,Select menu option in window,Menu Item 'Add new' in Window 'Manage your  ...  - Microsoft​ Edge',Send the approval request,Event_50
34,Recording_11,Process_9,2022-02-22T05:39:11+00:00,Select menu option in window,Menu Item 'Instant cloud flow—from blank' in Window 'Manage your  ...  - Microsoft​ Edge',Send the approval request,Event_50
35,Recording_11,Process_9,2022-02-22T05:39:28+00:00,Click UI element in window,Edit 'Flow name' in Window 'Manage your  ...  - Microsoft​ Edge',Send the approval request,Event_50
36,Recording_11,Process_9,2022-02-22T05:39:42+00:00,Populate text field in window,Edit 'Flow name' 2 in Window 'Manage your  ...  - Microsoft​ Edge'; Text:'Approval for customer request form',Send the approval request,Event_50
37,Recording_11,Process_9,2022-02-22T05:39:46+00:00,Click UI element in window,Data Item 'Manually  ...  trigger a flow. ' in Window 'Manage your  ...  - Microsoft​ Edge',Send the approval request,Event_50
38,Recording_11,Process_9,2022-02-22T05:39:50+00:00,Click UI element in window,Hyperlink 'Create' in Window 'Manage your  ...  - Microsoft​ Edge',Send the approval request,Event_50
