StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_92,Process_34,2022-02-16T08:05:12+00:00,Press button in window,Firefox - 1 running window in Quick Launch Bar,Go to cloud storage,Event_435
1,Recording_92,Process_34,2022-02-16T08:05:15+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Google Forms — Mozilla Firefox',Go to cloud storage,Event_435
2,Recording_92,Process_34,2022-02-16T08:05:21+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'o365',Go to cloud storage,Event_435
3,Recording_92,Process_34,2022-02-16T08:05:22+00:00,Send keys,TextToSend:'{Return}',Go to cloud storage,Event_435
4,Recording_92,Process_34,2022-02-16T08:05:30+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 - Google Search — Mozilla Firefox',Go to cloud storage,Event_435
5,Recording_92,Process_34,2022-02-16T08:05:38+00:00,Click UI element in window,Hyperlink 'OneDrive' in Window 'Microsoft Office Home — Mozilla Firefox',Go to cloud storage,Event_435
6,Recording_92,Process_34,2022-02-16T08:05:53+00:00,Click UI element in window,Hyperlink 'Attendance' in Window 'My files - OneDrive — Mozilla Firefox',Open the attendance sheet ,Event_436
7,Recording_92,Process_34,2022-02-16T08:05:59+00:00,Click UI element in window,Hyperlink 'Attendance (1).xlsx' in Window 'Attendance - OneDrive — Mozilla Firefox',Open the attendance sheet ,Event_436
8,Recording_92,Process_34,2022-02-16T08:06:06+00:00,Click UI element in window,Window 'Attendance (1).xlsx — Mozilla Firefox',Add remarks for student,Event_437
9,Recording_92,Process_34,2022-02-16T08:06:10+00:00,Send keys,TextToSend:'{LShiftKey}(P)oor attendance{Return}',Add remarks for student,Event_437
0,Recording_93,Process_34,2022-02-16T08:12:26+00:00,Click UI element in window,List Item 'New tab  ...  - Microsoft​ Edge' in List 'Task Switcher', Open the cloud storage,Event_438
1,Recording_93,Process_34,2022-02-16T08:12:35+00:00,Populate text field in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'office 365 login', Open the cloud storage,Event_438
2,Recording_93,Process_34,2022-02-16T08:12:36+00:00,Send keys,TextToSend:'{Return}', Open the cloud storage,Event_438
3,Recording_93,Process_34,2022-02-16T08:12:39+00:00,Click UI element in window,Hyperlink 'Office 365 login' in Window '🔎 office  ...  - Microsoft​ Edge', Open the cloud storage,Event_438
4,Recording_93,Process_34,2022-02-16T08:12:45+00:00,Click UI element in window,Hyperlink 'OneDrive' in Window 'Microsoft  ...  - Microsoft​ Edge', Open the cloud storage,Event_438
5,Recording_93,Process_34,2022-02-16T08:12:57+00:00,Click UI element in window,Hyperlink 'Demo_40' in Window 'My files -  ...  - Microsoft​ Edge',Locate the attendance sheet,Event_439
6,Recording_93,Process_34,2022-02-16T08:13:01+00:00,Click UI element in window,Hyperlink 'Attendance.xlsx' in Window 'Demo_40 -  ...  - Microsoft​ Edge',Locate the attendance sheet,Event_439
7,Recording_93,Process_34,2022-02-16T08:13:08+00:00,Click UI element in window,Image 'To get  ...  the context menu.' in Window 'Att ...  - Microsoft​ Edge',Locate the attendance sheet,Event_439
8,Recording_93,Process_34,2022-02-16T08:13:12+00:00,Populate text field in window,Edit 'grid' in Window 'Att ...  - Microsoft​ Edge'; Text:'Good',Put the comment in remark column for the desired student,Event_440
9,Recording_93,Process_34,2022-02-16T08:13:27+00:00,Populate text field in window,Edit 'grid' 2 in Window 'Att ...  - Microsoft​ Edge'; Text:'Poor',Put the comment in remark column for the desired student,Event_440
10,Recording_93,Process_34,2022-02-16T08:13:32+00:00,Click UI element in window,Image 'To get  ...  the context menu.' in Window 'Att ...  - Microsoft​ Edge',Put the comment in remark column for the desired student,Event_440
0,Recording_122,Process_34,2022-02-16T08:15:12+00:00,Click UI element in window,List Item 'New Tab - Google Chrome' in List 'Task Switcher',Go to the cloud storage to add remarks for a student,Event_562
1,Recording_122,Process_34,2022-02-16T08:15:16+00:00,Press button in window,Button 'My files - OneDrive' in Pane 'New Tab - Google Chrome (Incognito)',Go to the cloud storage to add remarks for a student,Event_562
2,Recording_122,Process_34,2022-02-16T08:15:21+00:00,Click UI element in window,Data Item 'New  ...  people Show actions' in Pane 'New Tab - Google Chrome (Incognito)', Find the attendance sheet,Event_563
3,Recording_122,Process_34,2022-02-16T08:15:39+00:00,Click UI element in window,Edit 'grid' in Pane 'New Tab - Google Chrome (Incognito)',Write remarks for a student,Event_564
4,Recording_122,Process_34,2022-02-16T08:15:41+00:00,Click UI element in window,Image in Pane 'New Tab - Google Chrome (Incognito)',Write remarks for a student,Event_564
5,Recording_122,Process_34,2022-02-16T08:15:52+00:00,Populate text field in window,Edit 'grid' in Pane 'New Tab - Google Chrome (Incognito)'; Text:'Need to contact parents of student',Write remarks for a student,Event_564
6,Recording_122,Process_34,2022-02-16T08:15:54+00:00,Send keys,TextToSend:'{Return}',Write remarks for a student,Event_564
7,Recording_122,Process_34,2022-02-16T08:16:03+00:00,Click UI element in window,Button 'Close' in Pane 'New Tab - Google Chrome (Incognito)',Write remarks for a student,Event_564
