StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_12,Process_10,2022-02-22T09:28:55+00:00,Press button in window,Microsoft Teams - 1 running window in Quick Launch Bar,Open the planning app and prepare a task,Event_51
1,Recording_12,Process_10,2022-02-22T09:28:58+00:00,Press button in window,"Button 'Add a tab' in Pane 'General  ...  Teams, Main Window'",Open the planning app and prepare a task,Event_51
2,Recording_12,Process_10,2022-02-22T09:29:04+00:00,Populate text field in window,"Edit 'Search' in Pane 'General  ...  Teams, Main Window'; Text:'task'",Open the planning app and prepare a task,Event_51
3,Recording_12,Process_10,2022-02-22T09:29:08+00:00,Click UI element in window,"List Item 'Tasks by Planner and To Do' in Pane 'General  ...  Teams, Main Window'",Open the planning app and prepare a task,Event_51
4,Recording_12,Process_10,2022-02-22T09:29:14+00:00,Click UI element in window,"Document 'Microsoft Teams Tasks' in Pane 'General  ...  Teams, Main Window'",Open the planning app and prepare a task,Event_51
5,Recording_12,Process_10,2022-02-22T09:29:17+00:00,Drag and drop UI element in window,"Document 'General (Project RoadMap) | Microsoft Teams' in Document 'Microsoft Teams Tasks' in Pane 'General  ...  Teams, Main Window'",Open the planning app and prepare a task,Event_51
6,Recording_12,Process_10,2022-02-22T09:29:36+00:00,Populate text field in window,"Edit 'Tab name' in Pane 'General  ...  Teams, Main Window'; Text:'Plan for employee feedback on new cafeteria'",Open the planning app and prepare a task,Event_51
7,Recording_12,Process_10,2022-02-22T09:29:40+00:00,Press button in window,"Button 'Save' in Pane 'General  ...  Teams, Main Window'",Open the planning app and prepare a task,Event_51
8,Recording_12,Process_10,2022-02-22T09:29:56+00:00,Press button in window,"Button 'Add task card in To do column' in Pane 'General  ...  Teams, Main Window'",Open the planning app and prepare a task,Event_51
9,Recording_12,Process_10,2022-02-22T09:30:20+00:00,Populate text field in window,"Edit 'Task name' in Pane 'General  ...  Teams, Main Window'; Text:'Create a survey form for new cafeteria facility'",Open the planning app and prepare a task,Event_51
10,Recording_12,Process_10,2022-02-22T09:30:24+00:00,Press button in window,"Button 'Set due date' in Pane 'General  ...  Teams, Main Window'",Open the planning app and prepare a task,Event_51
11,Recording_12,Process_10,2022-02-22T09:30:32+00:00,Click UI element in window,"Data Item 'February 23, 2022' in Pane 'General  ...  Teams, Main Window'",Open the planning app and prepare a task,Event_51
12,Recording_12,Process_10,2022-02-22T09:30:38+00:00,Click UI element in window,"Button 'Not assigned, Open to assign users to this task' in Pane 'General  ...  Teams, Main Window'",Open the planning app and prepare a task,Event_51
13,Recording_12,Process_10,2022-02-22T09:30:55+00:00,Drag and drop UI element in window,"Button 'Add task' in List Item 'Name Surname' in Pane 'General  ...  Teams, Main Window'",Open the planning app and prepare a task,Event_51
14,Recording_12,Process_10,2022-02-22T09:31:09+00:00,Click UI element in window,Microsoft Edge (2) - 2 running windows in Quick Launch Bar,"To conduct the Employee survey, prepare a form",Event_52
