StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_97,Process_38,2022-02-17T05:38:37+00:00,Press button in window,Firefox - 1 running window in Quick Launch Bar,Go to the cloud storage and locate the Meeting Notes,Event_451
1,Recording_97,Process_38,2022-02-17T05:38:39+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Process advisor | Power Automate — Mozilla Firefox',Go to the cloud storage and locate the Meeting Notes,Event_451
2,Recording_97,Process_38,2022-02-17T05:38:44+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'o365',Go to the cloud storage and locate the Meeting Notes,Event_451
3,Recording_97,Process_38,2022-02-17T05:38:45+00:00,Send keys,TextToSend:'{Return}',Go to the cloud storage and locate the Meeting Notes,Event_451
4,Recording_97,Process_38,2022-02-17T05:38:49+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 - Google Search — Mozilla Firefox',Go to the cloud storage and locate the Meeting Notes,Event_451
5,Recording_97,Process_38,2022-02-17T05:38:58+00:00,Click UI element in window,Hyperlink 'OneDrive' in Window 'Microsoft Office Home — Mozilla Firefox',Go to the cloud storage and locate the Meeting Notes,Event_451
6,Recording_97,Process_38,2022-02-17T05:39:02+00:00,Click UI element in window,Hyperlink 'Project Demo' in Window 'My files - OneDrive — Mozilla Firefox',Go to the cloud storage and locate the Meeting Notes,Event_451
7,Recording_97,Process_38,2022-02-17T05:39:06+00:00,Press button in window,Button 'Show actions' in Window 'Project Demo - OneDrive — Mozilla Firefox',Download the document having meeting notes,Event_452
8,Recording_97,Process_38,2022-02-17T05:39:12+00:00,Select menu option in window,Menu Item 'Download' in Window 'Project Demo - OneDrive — Mozilla Firefox',Download the document having meeting notes,Event_452
9,Recording_97,Process_38,2022-02-17T05:39:15+00:00,Select radio button in window,Radio Button 'Save File' in Window 'Project Demo - OneDrive — Mozilla Firefox',Download the document having meeting notes,Event_452
10,Recording_97,Process_38,2022-02-17T05:39:18+00:00,Press button in window,Button 'OK' in Window 'Project Demo - OneDrive — Mozilla Firefox',Download the document having meeting notes,Event_452
11,Recording_97,Process_38,2022-02-17T05:39:28+00:00,Press button in window,Button 'Type here to search' in TaskBar,Open Mailbox,Event_453
12,Recording_97,Process_38,2022-02-17T05:39:30+00:00,Populate text field in window,Edit 'Search box' in Window 'Search'; Text:'out',Open Mailbox,Event_453
13,Recording_97,Process_38,2022-02-17T05:39:58+00:00,Press button in window,Button 'Type here to search' in TaskBar,Open Mailbox,Event_453
14,Recording_97,Process_38,2022-02-17T05:40:08+00:00,Click UI element in window,"List Item 'Outlook 2013, App' in Window 'Search'",Open Mailbox,Event_453
15,Recording_97,Process_38,2022-02-17T05:41:32+00:00,Press button in window,Button 'New Email' in Window 'Inbox - Name - Outlook', Create Mail to share the Meeting notes,Event_454
16,Recording_97,Process_38,2022-02-17T05:41:40+00:00,Click UI element in window,Document 'To' in Window 'Untitled - Message (HTML) ', Create Mail to share the Meeting notes,Event_454
17,Recording_97,Process_38,2022-02-17T05:41:41+00:00,Send keys,TextToSend:'kru', Create Mail to share the Meeting notes,Event_454
18,Recording_97,Process_38,2022-02-17T05:41:45+00:00,Click UI element in window,Text 'Email@Domain' in Window 'Untitled - Message (HTML) ', Create Mail to share the Meeting notes,Event_454
19,Recording_97,Process_38,2022-02-17T05:41:53+00:00,Populate text field in window,Edit 'Subject' in Window 'Untitled - Message (HTML) '; Text:'Meeting Notes', Create Mail to share the Meeting notes,Event_454
20,Recording_97,Process_38,2022-02-17T05:42:03+00:00,Click UI element in window,Document 'Meeting Notes - Message' in Window 'Untitled - Message (HTML) ', Create Mail to share the Meeting notes,Event_454
21,Recording_97,Process_38,2022-02-17T05:42:04+00:00,Send keys,"TextToSend:'{LShiftKey}(H)ello,{Return}{LShiftKey}(PFA)'", Create Mail to share the Meeting notes,Event_454
22,Recording_97,Process_38,2022-02-17T05:42:10+00:00,Select tab in window,Tab Item 'Insert' in Window 'Meeting Notes - Message (HTML) ', Create Mail to share the Meeting notes,Event_454
23,Recording_97,Process_38,2022-02-17T05:42:12+00:00,Press button in window,Button 'Attach File' in Window 'Meeting Notes - Message (HTML) ', Create Mail to share the Meeting notes,Event_454
24,Recording_97,Process_38,2022-02-17T05:42:22+00:00,Click UI element in window,Tree Item 'Downloads' in Window 'Meeting Notes - Message (HTML) ', Create Mail to share the Meeting notes,Event_454
25,Recording_97,Process_38,2022-02-17T05:42:25+00:00,Click UI element in window,Edit 'Name' in Window 'Meeting Notes - Message (HTML) ', Create Mail to share the Meeting notes,Event_454
26,Recording_97,Process_38,2022-02-17T05:42:27+00:00,Click UI element in window,Split Button 'Insert' in Window 'Meeting Notes - Message (HTML) ', Create Mail to share the Meeting notes,Event_454
27,Recording_97,Process_38,2022-02-17T05:42:33+00:00,Press button in window,Button 'Send' in Window 'Meeting Notes - Message (HTML) ',Send mail to your Manager,Event_455
0,Recording_98,Process_38,2022-02-17T05:47:08+00:00,Select menu option in window,Microsoft Edge (2) - 3 running windows in Quick Launch Bar,Login to Cloud storage and find the Meeting notes,Event_456
1,Recording_98,Process_38,2022-02-17T05:47:10+00:00,Click UI element in window,List Item 'New tab  ...  - Microsoft​ Edge' in List 'Task Switcher',Login to Cloud storage and find the Meeting notes,Event_456
2,Recording_98,Process_38,2022-02-17T05:47:19+00:00,Populate text field in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'office 365',Login to Cloud storage and find the Meeting notes,Event_456
3,Recording_98,Process_38,2022-02-17T05:47:20+00:00,Send keys,TextToSend:'{Return}',Login to Cloud storage and find the Meeting notes,Event_456
4,Recording_98,Process_38,2022-02-17T05:47:23+00:00,Click UI element in window,Hyperlink 'Office 365 login' in Window 'office 365 -  ...  - Microsoft​ Edge',Login to Cloud storage and find the Meeting notes,Event_456
5,Recording_98,Process_38,2022-02-17T05:47:27+00:00,Click UI element in window,Hyperlink 'OneDrive' in Window 'Microsoft  ...  - Microsoft​ Edge',Login to Cloud storage and find the Meeting notes,Event_456
