StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_139,Process_46,2021-12-15T04:17:33+00:00,Select menu option in window,Google Chrome - 2 running windows in Quick Launch Bar,Open a MOM spreadsheet.,Event_637
1,Recording_139,Process_46,2021-12-15T04:17:38+00:00,Press button in window,Button 'New Tab' in Pane 'https ...  Chrome - Person 1',Open a MOM spreadsheet.,Event_637
2,Recording_139,Process_46,2021-12-15T04:17:41+00:00,Click UI element in window,Edit 'Address and search bar' in Pane 'https ...  Chrome - Person 1',Open a MOM spreadsheet.,Event_637
3,Recording_139,Process_46,2021-12-15T04:17:43+00:00,Click UI element in window,Pane in Pane 'https ...  Chrome - Person 1',Open a MOM spreadsheet.,Event_637
4,Recording_139,Process_46,2021-12-15T04:17:47+00:00,Click UI element in window,Hyperlink ' Office  ... office.com' in Pane 'https ...  Chrome - Person 1',Open a MOM spreadsheet.,Event_637
5,Recording_139,Process_46,2021-12-15T04:17:51+00:00,Click UI element in window,Hyperlink 'OneDrive' in Pane 'https ...  Chrome - Person 1',Open a MOM spreadsheet.,Event_637
6,Recording_139,Process_46,2021-12-15T04:17:56+00:00,Click UI element in window,Hyperlink 'Project Demo' in Pane 'https ...  Chrome - Person 1',Open a MOM spreadsheet.,Event_637
7,Recording_139,Process_46,2021-12-15T04:18:00+00:00,Click UI element in window,Hyperlink 'Minutes of Meeting.xlsx' in Pane 'https ...  Chrome - Person 1',Open a MOM spreadsheet.,Event_637
8,Recording_139,Process_46,2021-12-15T04:18:26+00:00,Click UI element in window,Image in Pane 'https ...  Chrome - Person 1', Verify the points related quality improvement.,Event_638
9,Recording_139,Process_46,2021-12-15T04:18:40+00:00,Click UI element in window,List Item 'New Incognito Tab - Google Chrome' in List 'Task Switcher',Go to note taking app and create notes related to quality improvement task.,Event_639
10,Recording_139,Process_46,2021-12-15T04:18:49+00:00,Populate text field in window,Edit 'Address and search bar' in Pane 'https ...  Chrome - Person 1'; Text:'o365',Go to note taking app and create notes related to quality improvement task.,Event_639
11,Recording_139,Process_46,2021-12-15T04:18:50+00:00,Send keys,TextToSend:'{Return}',Go to note taking app and create notes related to quality improvement task.,Event_639
12,Recording_139,Process_46,2021-12-15T04:18:57+00:00,Click UI element in window,Hyperlink ' Office  ... office.com' in Pane 'https ...  Chrome - Person 1',Go to note taking app and create notes related to quality improvement task.,Event_639
13,Recording_139,Process_46,2021-12-15T04:19:01+00:00,Press button in window,Button 'OneNote' in Pane 'https ...  Chrome - Person 1',Go to note taking app and create notes related to quality improvement task.,Event_639
14,Recording_139,Process_46,2021-12-15T04:19:08+00:00,Press button in window,Button 'New notebook' in Pane 'https ...  Chrome - Person 1',Go to note taking app and create notes related to quality improvement task.,Event_639
15,Recording_139,Process_46,2021-12-15T04:19:14+00:00,Populate text field in window,Edit 'Notebook name' in Pane 'https ...  Chrome - Person 1'; Text:'Feedback',Go to note taking app and create notes related to quality improvement task.,Event_639
16,Recording_139,Process_46,2021-12-15T04:19:18+00:00,Press button in window,Button 'Create' in Pane 'https ...  Chrome - Person 1',Go to note taking app and create notes related to quality improvement task.,Event_639
17,Recording_139,Process_46,2021-12-15T04:19:37+00:00,Click UI element in window,Hyperlink 'Click  ...  a new section.' in Pane 'https ...  Chrome - Person 1',Go to note taking app and create notes related to quality improvement task.,Event_639
18,Recording_139,Process_46,2021-12-15T04:19:50+00:00,Populate text field in window,Edit 'Enter a section name:' in Pane 'https ...  Chrome - Person 1'; Text:'Prominent Action',Go to note taking app and create notes related to quality improvement task.,Event_639
19,Recording_139,Process_46,2021-12-15T04:19:54+00:00,Click UI element in window,Button 'OK' in Pane 'https ...  Chrome - Person 1',Go to note taking app and create notes related to quality improvement task.,Event_639
20,Recording_139,Process_46,2021-12-15T04:19:59+00:00,Click UI element in window,Pane 'https ...  Chrome - Person 1',Go to note taking app and create notes related to quality improvement task.,Event_639
21,Recording_139,Process_46,2021-12-15T04:20:05+00:00,Send keys,TextToSend:'{LControlKey}({V})',Go to note taking app and create notes related to quality improvement task.,Event_639
22,Recording_139,Process_46,2021-12-15T04:20:15+00:00,Press button in window,Button 'New Tab' in Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
23,Recording_139,Process_46,2021-12-15T04:20:23+00:00,Populate text field in window,Edit 'Address and search bar' in Pane 'https ...  Chrome - Person 1'; Text:'365 admin centre',Add team leads to the directory.,Event_640
24,Recording_139,Process_46,2021-12-15T04:20:24+00:00,Send keys,TextToSend:'{Return}',Add team leads to the directory.,Event_640
25,Recording_139,Process_46,2021-12-15T04:20:45+00:00,Click UI element in window,Menu Item 'Users' in Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
26,Recording_139,Process_46,2021-12-15T04:20:47+00:00,Select menu option in window,Menu Item 'Active users' in Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
27,Recording_139,Process_46,2021-12-15T04:20:53+00:00,Click UI element in window,Menu Item 'Add a  ...  key to add a user' in Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
28,Recording_139,Process_46,2021-12-15T04:20:57+00:00,Click UI element in window,Edit 'First name' in Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
29,Recording_139,Process_46,2021-12-15T04:21:00+00:00,Populate text field in window,Edit 'First name' 2 in Pane 'https ...  Chrome - Person 1'; Text:'Name',Add team leads to the directory.,Event_640
30,Recording_139,Process_46,2021-12-15T04:21:04+00:00,Click UI element in window,Edit 'Last name' in Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
31,Recording_139,Process_46,2021-12-15T04:21:05+00:00,Populate text field in window,Edit 'Last name' 2 in Pane 'https ...  Chrome - Person 1'; Text:'Surname',Add team leads to the directory.,Event_640
32,Recording_139,Process_46,2021-12-15T04:21:09+00:00,Click UI element in window,Data Item ' ... rosoft.com' in Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
33,Recording_139,Process_46,2021-12-15T04:21:16+00:00,Populate text field in window,Edit 'Username *' in Pane 'https ...  Chrome - Person 1'; Text:'JavHab',Add team leads to the directory.,Event_640
34,Recording_139,Process_46,2021-12-15T04:21:38+00:00,Drag and drop UI element in window,Button 'Next' in Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
35,Recording_139,Process_46,2021-12-15T04:21:43+00:00,Click UI element in window,Button 'Next' in Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
36,Recording_139,Process_46,2021-12-15T04:21:46+00:00,Click UI element in window,Button 'Finish adding' in Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
37,Recording_139,Process_46,2021-12-15T04:21:55+00:00,Press button in window,Button 'Close' in Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
38,Recording_139,Process_46,2021-12-15T04:22:02+00:00,Click UI element in window,Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
39,Recording_139,Process_46,2021-12-15T04:22:14+00:00,Click UI element in window,Group 2 in Pane 'https ...  Chrome - Person 1',Add team leads to the directory.,Event_640
40,Recording_139,Process_46,2021-12-15T04:22:20+00:00,Press button in window,Button 'Share' in Pane 'https ...  Chrome - Person 1',Share notes having quality improvement tasks to respective leads.,Event_641
41,Recording_139,Process_46,2021-12-15T04:22:25+00:00,Click UI element in window,Combo Box 'Enter a  ...  to share with.' in Pane 'https ...  Chrome - Person 1',Share notes having quality improvement tasks to respective leads.,Event_641
42,Recording_139,Process_46,2021-12-15T04:22:26+00:00,Send keys,TextToSend:'Name{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}Name{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}Surname{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}{Back}',Share notes having quality improvement tasks to respective leads.,Event_641
43,Recording_139,Process_46,2021-12-15T04:23:26+00:00,Click UI element in window,List Item 'Name Surname' in Pane 'https ...  Chrome - Person 1',Share notes having quality improvement tasks to respective leads.,Event_641
44,Recording_139,Process_46,2021-12-15T04:23:32+00:00,Click UI element in window,Button 'Send' in Pane 'https ...  Chrome - Person 1',Share notes having quality improvement tasks to respective leads.,Event_641
0,Recording_140,Process_46,2021-12-15T04:55:40+00:00,Select menu option in window,Google Chrome - 2 running windows in Quick Launch Bar,Open a MOM spreadsheet,Event_642
1,Recording_140,Process_46,2021-12-15T04:55:43+00:00,Click UI element in window,List Item 'Microsoft Office Home - Google Chrome' in List 'Task Switcher',Open a MOM spreadsheet,Event_642
2,Recording_140,Process_46,2021-12-15T04:55:45+00:00,Click UI element in window,Hyperlink 'OneDrive' in Pane 'Microsoft Office Home - Google Chrome - Person 1',Open a MOM spreadsheet,Event_642
3,Recording_140,Process_46,2021-12-15T04:55:50+00:00,Click UI element in window,Hyperlink 'Project Demo' in Pane 'Microsoft Office Home - Google Chrome - Person 1',Open a MOM spreadsheet,Event_642
