StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_105,Process_41,2022-02-17T09:52:32+00:00,Select menu option in window,Firefox - 2 running windows in Quick Launch Bar,Open the converter,Event_490
1,Recording_105,Process_41,2022-02-17T09:52:35+00:00,Click UI element in window,List Item 'Mozilla Firefox (Private Browsing)' in List 'Task Switcher',Open the converter,Event_490
2,Recording_105,Process_41,2022-02-17T09:52:48+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)'; Text:'adobe converter',Open the converter,Event_490
3,Recording_105,Process_41,2022-02-17T09:52:49+00:00,Send keys,TextToSend:'{Return}',Open the converter,Event_490
4,Recording_105,Process_41,2022-02-17T09:52:53+00:00,Click UI element in window,Hyperlink 'Convert  ...  › convert-pdf' 2 in Window 'adobe  ...  (Private Browsing)' 2,Open the converter,Event_490
5,Recording_105,Process_41,2022-02-17T09:53:19+00:00,Press button in window,Button 'Convert' in Window 'Convert PDFs  ...  (Private Browsing)',Open the converter,Event_490
6,Recording_105,Process_41,2022-02-17T09:53:21+00:00,Click UI element in window,Hyperlink 'PDF to Word' in Window 'Convert PDFs  ...  (Private Browsing)',Open the converter,Event_490
7,Recording_105,Process_41,2022-02-17T09:53:26+00:00,Press button in window,Button 'Convert PDF to Word' in Window 'Convert PDF  ...  (Private Browsing)',Browse the PDF file,Event_491
8,Recording_105,Process_41,2022-02-17T09:53:28+00:00,Click UI element in window,Edit 'Name' in Window 'Convert PDF  ...  (Private Browsing)',Browse the PDF file,Event_491
9,Recording_105,Process_41,2022-02-17T09:53:30+00:00,Press button in window,Button 'Open' in Window 'Convert PDF  ...  (Private Browsing)',Browse the PDF file,Event_491
10,Recording_105,Process_41,2022-02-17T09:53:46+00:00,Press button in window,Button 'Download' in Window 'Convert PDF  ...  (Private Browsing)',Convert it to document format,Event_492
11,Recording_105,Process_41,2022-02-17T09:53:50+00:00,Select radio button in window,Radio Button 'Save File' in Window 'Convert PDF  ...  (Private Browsing)',Convert it to document format,Event_492
12,Recording_105,Process_41,2022-02-17T09:53:52+00:00,Press button in window,Button 'OK' in Window 'Convert PDF  ...  (Private Browsing)',Convert it to document format,Event_492
13,Recording_105,Process_41,2022-02-17T09:53:58+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Convert PDF  ...  (Private Browsing)',Login to cloud storage,Event_493
14,Recording_105,Process_41,2022-02-17T09:54:02+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)'; Text:'o365',Login to cloud storage,Event_493
15,Recording_105,Process_41,2022-02-17T09:54:02+00:00,Send keys,TextToSend:'{Return}',Login to cloud storage,Event_493
16,Recording_105,Process_41,2022-02-17T09:54:05+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 -  ...  (Private Browsing)',Login to cloud storage,Event_493
17,Recording_105,Process_41,2022-02-17T09:54:11+00:00,Click UI element in window,Hyperlink 'Sign in' in Window 'Office 365  ...  (Private Browsing)',Login to cloud storage,Event_493
18,Recording_105,Process_41,2022-02-17T09:54:19+00:00,Click UI element in window,List Item 'Email@Domain From this website' in List,Login to cloud storage,Event_493
19,Recording_105,Process_41,2022-02-17T09:54:21+00:00,Press button in window,Button 'Next' in Window 'Sign in to  ...  (Private Browsing)',Login to cloud storage,Event_493
20,Recording_105,Process_41,2022-02-17T09:54:24+00:00,Press button in window,Button 'Next' in Window 'Sign in to  ...  (Private Browsing)',Login to cloud storage,Event_493
21,Recording_105,Process_41,2022-02-17T09:54:26+00:00,Press button in window,Button 'Next' in Window 'Sign in to  ...  (Private Browsing)',Login to cloud storage,Event_493
22,Recording_105,Process_41,2022-02-17T09:54:33+00:00,Click UI element in window,Hyperlink 'OneDrive' in Window 'Microsoft  ...  (Private Browsing)',Login to cloud storage,Event_493
23,Recording_105,Process_41,2022-02-17T09:54:42+00:00,Select menu option in window,Menu Item 'Upload' in Window 'My files -  ...  (Private Browsing)',Upload the word format of covid-19 guideline and add new clause,Event_494
24,Recording_105,Process_41,2022-02-17T09:54:46+00:00,Select menu option in window,MenuItem: Upload in Window 'My files -  ...  (Private Browsing)',Upload the word format of covid-19 guideline and add new clause,Event_494
