StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_106,Process_42,2022-02-17T11:00:56+00:00,Select menu option in window,Firefox - 2 running windows in Quick Launch Bar,Open the company's active directory,Event_495
1,Recording_106,Process_42,2022-02-17T11:00:58+00:00,Click UI element in window,List Item 'Mozilla Firefox (Private Browsing)' in List 'Task Switcher',Open the company's active directory,Event_495
2,Recording_106,Process_42,2022-02-17T11:01:00+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Mozilla Firefox (Private Browsing)',Open the company's active directory,Event_495
3,Recording_106,Process_42,2022-02-17T11:01:07+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)'; Text:'o365',Open the company's active directory,Event_495
4,Recording_106,Process_42,2022-02-17T11:01:08+00:00,Send keys,TextToSend:'{Return}',Open the company's active directory,Event_495
5,Recording_106,Process_42,2022-02-17T11:01:13+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 -  ...  (Private Browsing)',Open the company's active directory,Event_495
6,Recording_106,Process_42,2022-02-17T11:01:21+00:00,Select menu option in window,Menu Item 'App launcher' in Window 'Microsoft  ...  (Private Browsing)',Open the company's active directory,Event_495
7,Recording_106,Process_42,2022-02-17T11:01:24+00:00,Click UI element in window,Hyperlink 'Admin' in Window 'Microsoft  ...  (Private Browsing)',Open the company's active directory,Event_495
8,Recording_106,Process_42,2022-02-17T11:01:35+00:00,Select menu option in window,Menu Item 'Users' in Window 'Microsoft  ...  (Private Browsing)' 2,Add the newly appointed employees,Event_496
9,Recording_106,Process_42,2022-02-17T11:01:38+00:00,Select menu option in window,Menu Item 'Active users' in Window 'Microsoft  ...  (Private Browsing)' 2,Add the newly appointed employees,Event_496
10,Recording_106,Process_42,2022-02-17T11:01:45+00:00,Select menu option in window,Menu Item 'Add a  ...  key to add a user' in Window 'Microsoft  ...  (Private Browsing)' 3,Add the newly appointed employees,Event_496
11,Recording_106,Process_42,2022-02-17T11:01:54+00:00,Populate text field in window,Edit 'First name' in Window 'Microsoft  ...  (Private Browsing)' 3; Text:'NAME',Add the newly appointed employees,Event_496
12,Recording_106,Process_42,2022-02-17T11:02:00+00:00,Populate text field in window,Edit 'Last name' in Window 'Microsoft  ...  (Private Browsing)' 3; Text:'NAME',Add the newly appointed employees,Event_496
13,Recording_106,Process_42,2022-02-17T11:02:02+00:00,Click UI element in window,Edit 'Display name *' in Window 'Microsoft  ...  (Private Browsing)' 3,Add the newly appointed employees,Event_496
14,Recording_106,Process_42,2022-02-17T11:02:07+00:00,Populate text field in window,Edit 'Username *' in Window 'Microsoft  ...  (Private Browsing)' 3; Text:'poobht',Add the newly appointed employees,Event_496
15,Recording_106,Process_42,2022-02-17T11:02:12+00:00,Press button in window,Button 'Next' in Window 'Microsoft  ...  (Private Browsing)' 3,Add the newly appointed employees,Event_496
16,Recording_106,Process_42,2022-02-17T11:02:15+00:00,Click UI element in window,Group 'licenses ‎0‎ menu required' in Window 'Microsoft  ...  (Private Browsing)' 3,Add the newly appointed employees,Event_496
17,Recording_106,Process_42,2022-02-17T11:02:17+00:00,Click UI element in window,Group 'licenses ‎0‎ menu required' in Window 'Microsoft  ...  (Private Browsing)' 3,Add the newly appointed employees,Event_496
18,Recording_106,Process_42,2022-02-17T11:02:22+00:00,Press button in window,Button 'Next' in Window 'Microsoft  ...  (Private Browsing)' 3,Add the newly appointed employees,Event_496
19,Recording_106,Process_42,2022-02-17T11:02:25+00:00,Press button in window,Button 'Next' in Window 'Microsoft  ...  (Private Browsing)' 3,Add the newly appointed employees,Event_496
20,Recording_106,Process_42,2022-02-17T11:02:27+00:00,Press button in window,Button 'Finish adding' in Window 'Microsoft  ...  (Private Browsing)' 3,Add the newly appointed employees,Event_496
21,Recording_106,Process_42,2022-02-17T11:02:35+00:00,Press button in window,Button 'Close' in Window 'Microsoft  ...  (Private Browsing)' 3,Add the newly appointed employees,Event_496
22,Recording_106,Process_42,2022-02-17T11:02:38+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Microsoft  ...  (Private Browsing)' 3,Go to online form app,Event_497
23,Recording_106,Process_42,2022-02-17T11:02:43+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)'; Text:'microsoft form',Go to online form app,Event_497
24,Recording_106,Process_42,2022-02-17T11:02:45+00:00,Send keys,TextToSend:'{Return}',Go to online form app,Event_497
25,Recording_106,Process_42,2022-02-17T11:02:49+00:00,Click UI element in window,Hyperlink 'Microsoft  ... office.com' in Window 'microsoft  ...  (Private Browsing)' 4,Go to online form app,Event_497
26,Recording_106,Process_42,2022-02-17T11:03:00+00:00,Click UI element in window,Hyperlink 'Open  ...  By Name Surname.' in Window 'Microsoft  ...  (Private Browsing)' 5,Go to online form app,Event_497
27,Recording_106,Process_42,2022-02-17T11:03:06+00:00,Press button in window,Button 'Share' in Window 'Survey Form  ...  (Private Browsing)',Share the survey form to new joinee,Event_498
28,Recording_106,Process_42,2022-02-17T11:03:11+00:00,Click UI element in window,UI Custom in Window 'Survey Form  ...  (Private Browsing)',Share the survey form to new joinee,Event_498
29,Recording_106,Process_42,2022-02-17T11:03:13+00:00,Press button in window,Button 'Copy' in Window 'Survey Form  ...  (Private Browsing)',Share the survey form to new joinee,Event_498
30,Recording_106,Process_42,2022-02-17T11:03:16+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Survey Form  ...  (Private Browsing)',Share the survey form to new joinee,Event_498
31,Recording_106,Process_42,2022-02-17T11:03:20+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)'; Text:'teams',Share the survey form to new joinee,Event_498
32,Recording_106,Process_42,2022-02-17T11:03:21+00:00,Send keys,TextToSend:'{Return}',Share the survey form to new joinee,Event_498
33,Recording_106,Process_42,2022-02-17T11:03:28+00:00,Click UI element in window,Hyperlink 'Group  ...  group-chat-software' in Window 'teams -  ...  (Private Browsing)',Share the survey form to new joinee,Event_498
34,Recording_106,Process_42,2022-02-17T11:03:32+00:00,Click UI element in window,Hyperlink 'Sign in and get started with Teams.' in Window 'Group Chat  ...  (Private Browsing)',Share the survey form to new joinee,Event_498
35,Recording_106,Process_42,2022-02-17T11:03:58+00:00,Populate text field in window,Edit 'To:' in Window 'Chat |  ...  (Private Browsing)'; Text:'poooja',Share the survey form to new joinee,Event_498
36,Recording_106,Process_42,2022-02-17T11:04:06+00:00,Select menu option in window,Menu Item 'NAME NAME POOBHT' in Window 'Chat |  ...  (Private Browsing)',Share the survey form to new joinee,Event_498
37,Recording_106,Process_42,2022-02-17T11:04:14+00:00,Click UI element in window,"Edit 'Type a new message, editing' in Window 'Chat |  ...  (Private Browsing)'",Share the survey form to new joinee,Event_498
38,Recording_106,Process_42,2022-02-17T11:04:18+00:00,Populate text field in window,"Edit 'Type a new message, editing' in Window '(1) NAME  ...  (Private Browsing)'; Text:'https://forms.office.com/Pages/ResponsePage.aspx?id='",Share the survey form to new joinee,Event_498
39,Recording_106,Process_42,2022-02-17T11:04:34+00:00,Press button in window,Button 'Send' in Window '(1) NAME  ...  (Private Browsing)',Share the survey form to new joinee,Event_498
0,Recording_107,Process_42,2022-02-17T11:37:15+00:00,Press button in window,Button 'Zoho Admin Panel - Zoho Directory' in Pane 'Zoho Admin  ...  Chrome - Name',Go to the Company's employee record tool,Event_499
1,Recording_107,Process_42,2022-02-17T11:37:17+00:00,Click UI element in window,Text '' in Pane 'Zoho Admin  ...  Chrome - Name',Go to the Company's employee record tool,Event_499
