StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_70,Process_26,2022-01-10T02:44:26+00:00,Press button in window,Microsoft Teams - 1 running window in Quick Launch Bar,Login to planning tool.,Event_350
1,Recording_70,Process_26,2022-01-10T02:44:29+00:00,Press button in window,"Button 'Add a tab' in Pane 'General  ...  Teams, Main Window'",Login to planning tool.,Event_350
2,Recording_70,Process_26,2022-01-10T02:44:34+00:00,Click UI element in window,"List Item 'Tasks by Planner and To Do' in Pane 'General  ...  Teams, Main Window'",Login to planning tool.,Event_350
3,Recording_70,Process_26,2022-01-10T02:44:41+00:00,Select radio button in window,"Radio Button 'Create a new plan' in Pane 'General  ...  Teams, Main Window'",Login to planning tool.,Event_350
4,Recording_70,Process_26,2022-01-10T02:44:43+00:00,Click UI element in window,"Document 'Microsoft Teams Tasks' in Pane 'General  ...  Teams, Main Window'",Login to planning tool.,Event_350
5,Recording_70,Process_26,2022-01-10T02:44:45+00:00,Drag and drop UI element in window,"Document 'Microsoft Teams Tasks' in Pane 'General  ...  Teams, Main Window'",Login to planning tool.,Event_350
6,Recording_70,Process_26,2022-01-10T02:44:49+00:00,Populate text field in window,"Edit 'Tab name' in Pane 'General  ...  Teams, Main Window'; Text:'Client Feedback'",Login to planning tool.,Event_350
7,Recording_70,Process_26,2022-01-10T02:44:52+00:00,Press button in window,"Button 'Save' in Pane 'General  ...  Teams, Main Window'",Login to planning tool.,Event_350
8,Recording_70,Process_26,2022-01-10T02:45:02+00:00,Press button in window,"Button 'Add task card in To do column' in Pane 'General  ...  Teams, Main Window'",Prepared the task and allocate to teammates.,Event_351
9,Recording_70,Process_26,2022-01-10T02:45:09+00:00,Populate text field in window,"Edit 'Task name' in Pane 'General  ...  Teams, Main Window'; Text:'Prepare Presentat'",Prepared the task and allocate to teammates.,Event_351
10,Recording_70,Process_26,2022-01-10T02:45:13+00:00,Press button in window,"Button 'Set due date' in Pane 'General  ...  Teams, Main Window'",Prepared the task and allocate to teammates.,Event_351
11,Recording_70,Process_26,2022-01-10T02:45:24+00:00,Click UI element in window,"Button 'Not assigned, Open to assign users to this task' in Pane 'General  ...  Teams, Main Window'",Prepared the task and allocate to teammates.,Event_351
12,Recording_70,Process_26,2022-01-10T02:45:32+00:00,Populate text field in window,"Edit 'Assignments' in Pane 'General  ...  Teams, Main Window'; Text:'Name'",Prepared the task and allocate to teammates.,Event_351
13,Recording_70,Process_26,2022-01-10T02:45:37+00:00,Click UI element in window,"List Item 'Name Surname' in Pane 'General  ...  Teams, Main Window'",Prepared the task and allocate to teammates.,Event_351
14,Recording_70,Process_26,2022-01-10T02:45:43+00:00,Click UI element in window,"Button 'Add task' in Pane 'General  ...  Teams, Main Window'",Prepared the task and allocate to teammates.,Event_351
15,Recording_70,Process_26,2022-01-10T02:45:50+00:00,Press button in window,"Button 'More options' in Pane 'General  ...  Teams, Main Window'","To get the approval, take the link of plan.",Event_352
16,Recording_70,Process_26,2022-01-10T02:45:59+00:00,Click UI element in window,"Button 'More options' in Pane 'General  ...  Teams, Main Window'","To get the approval, take the link of plan.",Event_352
17,Recording_70,Process_26,2022-01-10T02:46:05+00:00,Select menu option in window,"Menu Item 'Copy link to task' in Pane 'General  ...  Teams, Main Window'","To get the approval, take the link of plan.",Event_352
18,Recording_70,Process_26,2022-01-10T02:46:11+00:00,Click UI element in window,"Button 'Copy' in Pane 'General  ...  Teams, Main Window'","To get the approval, take the link of plan.",Event_352
19,Recording_70,Process_26,2022-01-10T02:46:25+00:00,Select menu option in window,Google Chrome - 2 running windows in Quick Launch Bar,Generate the approval flow ,Event_353
20,Recording_70,Process_26,2022-01-10T02:46:29+00:00,Click UI element in window,List Item 'Microsoft  ...  - Google Chrome' in List 'Task Switcher',Generate the approval flow ,Event_353
