StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_55,Process_23,2022-02-28T02:46:52+00:00,Press button in window,Button 'Type here to search' in TaskBar,Go to the database,Event_273
1,Recording_55,Process_23,2022-02-28T02:46:54+00:00,Populate text field in window,Edit 'Search box' in Window 'Search'; Text:'sql',Go to the database,Event_273
2,Recording_55,Process_23,2022-02-28T02:46:58+00:00,Click UI element in window,List Item 'Microsoft  ...  to switch preview' 2 in Window 'Search',Go to the database,Event_273
3,Recording_55,Process_23,2022-02-28T02:47:06+00:00,Press button in window,Button 'Connect' in Window 'Microsoft SQL Server Management Studio',Go to the database,Event_273
4,Recording_55,Process_23,2022-02-28T02:47:20+00:00,Click UI element in window,Tree Item 'Databases' in Window 'Microsoft SQL Server Management Studio',Go to the database,Event_273
5,Recording_55,Process_23,2022-02-28T02:47:23+00:00,Click UI element in window,Tree Item 'sqlpowerbi' in Window 'Microsoft SQL Server Management Studio',Load the sales data in database,Event_274
6,Recording_55,Process_23,2022-02-28T02:47:33+00:00,Click UI element in window,Tool Bar 'Context Menu' in Window 'Microsoft SQL Server Management Studio',Load the sales data in database,Event_274
7,Recording_55,Process_23,2022-02-28T02:47:37+00:00,Click UI element in window,Tool Bar 'TasksDropDown' in Window 'Microsoft SQL Server Management Studio',Load the sales data in database,Event_274
8,Recording_55,Process_23,2022-02-28T02:47:46+00:00,Press button in window,UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Next >\''],Load the sales data in database,Event_274
9,Recording_55,Process_23,2022-02-28T02:48:01+00:00,Press button in window,UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Browse Button\''],Load the sales data in database,Event_274
10,Recording_55,Process_23,2022-02-28T02:48:04+00:00,Click UI element in window,UIAutomation.ClickElement:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Edit \'Name\'']ClickType:UIAutomation.ClickType.LeftClickOffsetX:17OffsetY:4MousePositionRelativeToElement:UIAutomation.RectangleEdgePoint.TopCenter,Load the sales data in database,Event_274
11,Recording_55,Process_23,2022-02-28T02:48:07+00:00,Press button in window,UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Open\''],Load the sales data in database,Event_274
12,Recording_55,Process_23,2022-02-28T02:48:11+00:00,Press button in window,UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Next >\''],Load the sales data in database,Event_274
13,Recording_55,Process_23,2022-02-28T02:48:16+00:00,Press button in window,UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Next >\''],Load the sales data in database,Event_274
14,Recording_55,Process_23,2022-02-28T02:48:18+00:00,Press button in window,UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Next >\''],Load the sales data in database,Event_274
15,Recording_55,Process_23,2022-02-28T02:48:21+00:00,Press button in window,UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Finish\''],Load the sales data in database,Event_274
16,Recording_55,Process_23,2022-02-28T02:48:30+00:00,Press button in window,UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Close\''],Load the sales data in database,Event_274
17,Recording_55,Process_23,2022-02-28T02:48:41+00:00,Press button in window,Button 'Type here to search' in TaskBar,Login to the BI tool,Event_275
18,Recording_55,Process_23,2022-02-28T02:48:44+00:00,Populate text field in window,Edit 'Search box' in Window 'Search'; Text:'power',Login to the BI tool,Event_275
19,Recording_55,Process_23,2022-02-28T02:48:49+00:00,Click UI element in window,List Item 'Power BI  ...  to switch preview' in Window 'Search',Login to the BI tool,Event_275
20,Recording_55,Process_23,2022-02-28T02:49:09+00:00,Press button in window,Button 'Close' in Window 'Untitled - Power BI Desktop',Login to the BI tool,Event_275
21,Recording_55,Process_23,2022-02-28T02:49:41+00:00,Populate text field in window,Edit 'Server' in Window 'Untitled - Power BI Desktop'; Text:'testpowe.databse.windows.net',Conect data base to BI tool,Event_276
22,Recording_55,Process_23,2022-02-28T02:49:48+00:00,Click UI element in window,Button 'OK' in Window 'Untitled - Power BI Desktop',Conect data base to BI tool,Event_276
23,Recording_55,Process_23,2022-02-28T02:49:55+00:00,Select tab in window,Tab Item 'Database' in Window 'Untitled - Power BI Desktop',Conect data base to BI tool,Event_276
24,Recording_55,Process_23,2022-02-28T02:50:07+00:00,Populate text field in window,Edit 'User name' in Window 'Untitled - Power BI Desktop'; Text:'administartor',Conect data base to BI tool,Event_276
25,Recording_55,Process_23,2022-02-28T02:50:18+00:00,Populate text field in window,Edit 'Password' in Window 'Untitled - Power BI Desktop'; Text:P'password_secret_text',Conect data base to BI tool,Event_276
26,Recording_55,Process_23,2022-02-28T02:50:28+00:00,Click UI element in window,Button 'Connect' in Window 'Untitled - Power BI Desktop',Conect data base to BI tool,Event_276
27,Recording_55,Process_23,2022-02-28T02:51:59+00:00,Press button in window,Button 'OK' in Window 'Untitled - Power BI Desktop',Conect data base to BI tool,Event_276
28,Recording_55,Process_23,2022-02-28T02:52:11+00:00,Click UI element in window,"Tree Item 'Level 2, sqlpowerbi' in Window 'Untitled - Power BI Desktop'",Conect data base to BI tool,Event_276
29,Recording_55,Process_23,2022-02-28T02:52:20+00:00,Click UI element in window,"Check Box 'Level 3, Sales data_version1' in Window 'Untitled - Power BI Desktop'",Conect data base to BI tool,Event_276
30,Recording_55,Process_23,2022-02-28T02:52:28+00:00,Press button in window,Button 'Load' in Window 'Untitled - Power BI Desktop',Conect data base to BI tool,Event_276
