StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_49,Process_21,2022-03-02T09:18:07+00:00,Select menu option in window,Google Chrome - 2 running windows in Quick Launch Bar,Go to Collaborative platform,Event_236
1,Recording_49,Process_21,2022-03-02T09:18:09+00:00,Click UI element in window,List Item 'New Tab - Google Chrome' in List 'Task Switcher',Go to Collaborative platform,Event_236
2,Recording_49,Process_21,2022-03-02T09:18:12+00:00,Press button in window,Button 'SharePoint' in Pane 'New Tab - Google Chrome - Person 1',Go to Collaborative platform,Event_236
3,Recording_49,Process_21,2022-03-02T09:18:16+00:00,Click UI element in window,Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome - Person 1',Create a note,Event_237
4,Recording_49,Process_21,2022-03-02T09:18:21+00:00,Click UI element in window,Hyperlink 'Documents' in Pane 'New Tab - Google Chrome - Person 1',Create a note,Event_237
5,Recording_49,Process_21,2022-03-02T09:18:29+00:00,Select menu option in window,Menu Item 'New' in Pane 'New Tab - Google Chrome - Person 1',Create a note,Event_237
6,Recording_49,Process_21,2022-03-02T09:19:08+00:00,Set checkbox state in window,Check Box 'General' in Pane 'New Tab - Google Chrome - Person 1',Create a note,Event_237
7,Recording_49,Process_21,2022-03-02T09:19:16+00:00,Populate text field in window,Edit 'Enter your new name' in Pane 'New Tab - Google Chrome - Person 1'; Text:'Employee Status',Create a note,Event_237
8,Recording_49,Process_21,2022-03-02T09:19:20+00:00,Press button in window,Button 'Create' in Pane 'New Tab - Google Chrome - Person 1',Create a note,Event_237
9,Recording_49,Process_21,2022-03-02T09:19:26+00:00,Send keys,TextToSend:'{RShiftKey}(E)mployee {RShiftKey}(ST)atus{Return}1. {LShiftKey}Name - {RShiftKey}(A)ctive{Return}{LShiftKey}(K)runal - {RShiftKey}(A)ctive{Return}{LShiftKey}(N)ikunj{Back}j - {RShiftKey}(D)isable',Create a note,Event_237
10,Recording_49,Process_21,2022-03-02T09:20:07+00:00,Select tab in window,Tab Item 'Employee Status' in Pane 'New Tab - Google Chrome - Person 1',Create a note,Event_237
11,Recording_49,Process_21,2022-03-02T09:20:14+00:00,Click UI element in window,Menu Item 'Sync' in Pane 'New Tab - Google Chrome - Person 1',Sync collaborative tool with local drive,Event_238
12,Recording_49,Process_21,2022-03-02T09:20:30+00:00,Click UI element in window,Edit 'Enter your email address' in Window 'Microsoft OneDrive',Sync collaborative tool with local drive,Event_238
13,Recording_49,Process_21,2022-03-02T09:20:33+00:00,Click UI element in window,Button 'Sign in' in Window 'Microsoft OneDrive',Sync collaborative tool with local drive,Event_238
14,Recording_49,Process_21,2022-03-02T09:20:42+00:00,Click UI element in window,Group 'Name ...  another account' in Window 'Microsoft OneDrive',Sync collaborative tool with local drive,Event_238
15,Recording_49,Process_21,2022-03-02T09:20:43+00:00,Populate text field in window,Edit 'Enter the password for Email@Domain' in Window 'Microsoft OneDrive'; Text:P'password_secret_text',Sync collaborative tool with local drive,Event_238
16,Recording_49,Process_21,2022-03-02T09:20:51+00:00,Press button in window,Button 'Sign in' 2 in Window 'Microsoft OneDrive',Sync collaborative tool with local drive,Event_238
17,Recording_49,Process_21,2022-03-02T09:21:10+00:00,Drag and drop UI element in window,Button 'Use this folder' in Button 'Next' in Window 'Microsoft OneDrive',Sync collaborative tool with local drive,Event_238
18,Recording_49,Process_21,2022-03-02T09:21:16+00:00,Click UI element in window,Button 'Next' in Window 'Microsoft OneDrive',Sync collaborative tool with local drive,Event_238
19,Recording_49,Process_21,2022-03-02T09:21:23+00:00,Click UI element in window,Button 'Next' in Window 'Microsoft OneDrive',Sync collaborative tool with local drive,Event_238
20,Recording_49,Process_21,2022-03-02T09:21:29+00:00,Press button in window,Button 'Next' in Window 'Microsoft OneDrive',Sync collaborative tool with local drive,Event_238
21,Recording_49,Process_21,2022-03-02T09:21:33+00:00,Click UI element in window,Button 'Later' in Window 'Microsoft OneDrive',Sync collaborative tool with local drive,Event_238
22,Recording_49,Process_21,2022-03-02T09:21:38+00:00,Click UI element in window,Button 'Open my OneDrive folder' in Window 'Microsoft OneDrive',Sync collaborative tool with local drive,Event_238
23,Recording_49,Process_21,2022-03-02T09:21:49+00:00,Click UI element in window,Button 'New Tab' in Pane 'New Tab - Google Chrome - Person 1',Go to the cloud flow creation app ,Event_239
24,Recording_49,Process_21,2022-03-02T09:21:54+00:00,Populate text field in window,Edit 'Address and search bar' in Pane 'New Tab - Google Chrome - Person 1'; Text:'power automate',Go to the cloud flow creation app ,Event_239
25,Recording_49,Process_21,2022-03-02T09:21:55+00:00,Send keys,TextToSend:'{Return}',Go to the cloud flow creation app ,Event_239
26,Recording_49,Process_21,2022-03-02T09:21:58+00:00,Click UI element in window,Hyperlink ' Power  ... rosoft.com' in Pane 'New Tab - Google Chrome - Person 1',Go to the cloud flow creation app ,Event_239
27,Recording_49,Process_21,2022-03-02T09:22:03+00:00,Click UI element in window,Hyperlink 'Sign in' in Pane 'New Tab - Google Chrome - Person 1',Go to the cloud flow creation app ,Event_239
28,Recording_49,Process_21,2022-03-02T09:22:12+00:00,Select menu option in window,Menu Item 'My flows' in Pane 'New Tab - Google Chrome - Person 1',Create a flow for desktop flow,Event_240
29,Recording_49,Process_21,2022-03-02T09:22:18+00:00,Select menu option in window,Menu Item 'Add new' in Pane 'New Tab - Google Chrome - Person 1',Create a flow for desktop flow,Event_240
30,Recording_49,Process_21,2022-03-02T09:22:27+00:00,Select menu option in window,Menu Item 'Instant cloud flow—from blank' in Pane 'New Tab - Google Chrome - Person 1',Create a flow for desktop flow,Event_240
31,Recording_49,Process_21,2022-03-02T09:22:34+00:00,Populate text field in window,Edit 'Flow name' in Pane 'New Tab - Google Chrome - Person 1'; Text:'One note',Create a flow for desktop flow,Event_240
32,Recording_49,Process_21,2022-03-02T09:22:39+00:00,Click UI element in window,Data Item 'Manually  ...  trigger a flow. ' in Pane 'New Tab - Google Chrome - Person 1',Create a flow for desktop flow,Event_240
33,Recording_49,Process_21,2022-03-02T09:22:55+00:00,Click UI element in window,Hyperlink 'Create' in Pane 'New Tab - Google Chrome - Person 1',Create a flow for desktop flow,Event_240
34,Recording_49,Process_21,2022-03-02T09:23:00+00:00,Press button in window,Button '+ New step' in Pane 'New Tab - Google Chrome - Person 1',Create a flow for desktop flow,Event_240
35,Recording_49,Process_21,2022-03-02T09:23:07+00:00,Press button in window,Button 'Desktop flows' in Pane 'New Tab - Google Chrome - Person 1',Create a flow for desktop flow,Event_240
36,Recording_49,Process_21,2022-03-02T09:23:11+00:00,Press button in window,Button 'Run a flow  ...  Desktop flows' in Pane 'New Tab - Google Chrome - Person 1',Create a flow for desktop flow,Event_240
37,Recording_49,Process_21,2022-03-02T09:23:17+00:00,Click UI element in window,Button 'Menu for Run  ...  for desktop' in Pane 'New Tab - Google Chrome - Person 1',Create a flow for desktop flow,Event_240
38,Recording_49,Process_21,2022-03-02T09:23:23+00:00,Select menu option in window,Menu Item '+Add new connection' in Pane 'New Tab - Google Chrome - Person 1',Create a flow for desktop flow,Event_240
