StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_10,Process_8,2022-02-22T04:49:30+00:00,Select menu option in window,Google Chrome - 2 running windows in Quick Launch Bar, Locate the spreadsheet having graphical view of finance data,Event_40
1,Recording_10,Process_8,2022-02-22T04:49:34+00:00,Click UI element in window,List Item 'New Tab - Google Chrome' in List 'Task Switcher', Locate the spreadsheet having graphical view of finance data,Event_40
2,Recording_10,Process_8,2022-02-22T04:49:38+00:00,Press button in window,Button 'SharePoint' in Pane 'New Tab - Google Chrome (Incognito)', Locate the spreadsheet having graphical view of finance data,Event_40
3,Recording_10,Process_8,2022-02-22T04:49:41+00:00,Click UI element in window,Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome (Incognito)', Locate the spreadsheet having graphical view of finance data,Event_40
4,Recording_10,Process_8,2022-02-22T04:49:45+00:00,Click UI element in window,Hyperlink 'Documents' in Pane 'New Tab - Google Chrome (Incognito)', Locate the spreadsheet having graphical view of finance data,Event_40
5,Recording_10,Process_8,2022-02-22T04:49:55+00:00,Click UI element in window,Data Item 'New  ...  people Show actions' in Pane 'New Tab - Google Chrome (Incognito)', Locate the spreadsheet having graphical view of finance data,Event_40
6,Recording_10,Process_8,2022-02-22T04:49:57+00:00,Click UI element in window,Hyperlink 'Finance Data of projects.xlsx' in Pane 'New Tab - Google Chrome (Incognito)',"From the spreadsheet, copy the graph of finance data",Event_41
7,Recording_10,Process_8,2022-02-22T04:50:07+00:00,Click UI element in window,Image in Pane 'New Tab - Google Chrome (Incognito)',"From the spreadsheet, copy the graph of finance data",Event_41
8,Recording_10,Process_8,2022-02-22T04:50:14+00:00,Click UI element in window,Image 2 in Pane 'New Tab - Google Chrome (Incognito)',"From the spreadsheet, copy the graph of finance data",Event_41
9,Recording_10,Process_8,2022-02-22T04:50:17+00:00,Click UI element in window,Image 2 in Pane 'New Tab - Google Chrome (Incognito)',"From the spreadsheet, copy the graph of finance data",Event_41
10,Recording_10,Process_8,2022-02-22T04:50:31+00:00,Click UI element in window,Menu Item 'Copy' in Pane 'New Tab - Google Chrome (Incognito)',"From the spreadsheet, copy the graph of finance data",Event_41
11,Recording_10,Process_8,2022-02-22T04:50:36+00:00,Click UI element in window,Button 'Close' in Pane 'New Tab - Google Chrome (Incognito)',"From the spreadsheet, copy the graph of finance data",Event_41
12,Recording_10,Process_8,2022-02-22T04:50:40+00:00,Press button in window,Button 'New Tab' in Pane 'New Tab - Google Chrome (Incognito)',Open the word document and paste the graphs ,Event_42
13,Recording_10,Process_8,2022-02-22T04:50:43+00:00,Press button in window,Button 'My files - OneDrive' in Pane 'New Tab - Google Chrome (Incognito)',Open the word document and paste the graphs ,Event_42
14,Recording_10,Process_8,2022-02-22T04:50:49+00:00,Click UI element in window,Hyperlink 'Project RoadMap' 2 in Pane 'New Tab - Google Chrome (Incognito)',Open the word document and paste the graphs ,Event_42
15,Recording_10,Process_8,2022-02-22T04:50:55+00:00,Click UI element in window,Menu Item 'New' in Pane 'New Tab - Google Chrome (Incognito)',Open the word document and paste the graphs ,Event_42
16,Recording_10,Process_8,2022-02-22T04:50:58+00:00,Click UI element in window,Button 'Project RoadMap' in Pane 'New Tab - Google Chrome (Incognito)',Open the word document and paste the graphs ,Event_42
17,Recording_10,Process_8,2022-02-22T04:51:05+00:00,Press button in window,Button 'Document10' in Pane 'New Tab - Google Chrome (Incognito)',Open the word document and paste the graphs ,Event_42
18,Recording_10,Process_8,2022-02-22T04:51:09+00:00,Click UI element in window,Text 'File Name' in Pane 'New Tab - Google Chrome (Incognito)',Open the word document and paste the graphs ,Event_42
19,Recording_10,Process_8,2022-02-22T04:51:21+00:00,Populate text field in window,Edit 'File Name' in Pane 'New Tab - Google Chrome (Incognito)'; Text:'Finance Data of Projects chart',Open the word document and paste the graphs ,Event_42
20,Recording_10,Process_8,2022-02-22T04:51:23+00:00,Send keys,TextToSend:'{Return}',Open the word document and paste the graphs ,Event_42
