StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_47,Process_20,2022-03-01T05:09:29+00:00,Press button in window,Skype in Quick Launch Bar, Verify the message in messaging app,Event_228
1,Recording_47,Process_20,2022-03-01T05:09:33+00:00,Press button in window,"UIAutomation.PressButtonButton:appmask['Pane \'Skype [1]\'']['Button \'NameKUMAR  ...  AM, 1 new message, \'']", Verify the message in messaging app,Event_228
2,Recording_47,Process_20,2022-03-01T05:09:37+00:00,Click UI element in window,UIAutomation.ClickElement:appmask['Pane \'Skype [1]\'']['Text \'Please add new  ...  on cloud storage.\'']ClickType:UIAutomation.ClickType.LeftClickOffsetX:-32OffsetY:-10MousePositionRelativeToElement:UIAutomation.RectangleEdgePoint.BottomCenter, Verify the message in messaging app,Event_228
3,Recording_47,Process_20,2022-03-01T05:09:40+00:00,Click UI element in window,UIAutomation.ClickElement:appmask['Pane \'Skype [1]\'']['Group \'NameKUMAR  ...  sent at 10:38 AM.\'']ClickType:UIAutomation.ClickType.LeftClickOffsetX:-57OffsetY:-15MousePositionRelativeToElement:UIAutomation.RectangleEdgePoint.BottomCenter, Verify the message in messaging app,Event_228
4,Recording_47,Process_20,2022-03-01T05:09:48+00:00,Select menu option in window,Google Chrome - 2 running windows in Quick Launch Bar,Open the spreadsheet having new customer detail available on cloud storage,Event_229
5,Recording_47,Process_20,2022-03-01T05:09:51+00:00,Click UI element in window,List Item 'New Tab - Google Chrome' in List 'Task Switcher',Open the spreadsheet having new customer detail available on cloud storage,Event_229
6,Recording_47,Process_20,2022-03-01T05:09:56+00:00,Press button in window,Button 'SharePoint' in Pane 'New Tab - Google Chrome - Person 1',Open the spreadsheet having new customer detail available on cloud storage,Event_229
7,Recording_47,Process_20,2022-03-01T05:09:59+00:00,Click UI element in window,Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome - Person 1',Open the spreadsheet having new customer detail available on cloud storage,Event_229
8,Recording_47,Process_20,2022-03-01T05:10:04+00:00,Click UI element in window,Hyperlink 'Documents' in Pane 'New Tab - Google Chrome - Person 1',Open the spreadsheet having new customer detail available on cloud storage,Event_229
9,Recording_47,Process_20,2022-03-01T05:10:20+00:00,Click UI element in window,Data Item 'New New  ...  people Show actions' in Pane 'New Tab - Google Chrome - Person 1',Open the spreadsheet having new customer detail available on cloud storage,Event_229
10,Recording_47,Process_20,2022-03-01T05:10:23+00:00,Click UI element in window,Hyperlink 'New Employee Details.xlsx' in Pane 'New Tab - Google Chrome - Person 1',Open the spreadsheet having new customer detail available on cloud storage,Event_229
11,Recording_47,Process_20,2022-03-01T05:10:33+00:00,Drag and drop UI element in window,Image in Pane 'New Tab - Google Chrome - Person 1',Open the spreadsheet having new customer detail available on cloud storage,Event_229
12,Recording_47,Process_20,2022-03-01T05:10:42+00:00,Click UI element in window,Button 'New Tab' in Pane 'New Tab - Google Chrome - Person 1',Go to crm tool,Event_230
13,Recording_47,Process_20,2022-03-01T05:10:46+00:00,Press button in window,Button 'Home Page - Zoho CRM' in Pane 'New Tab - Google Chrome - Person 1',Go to crm tool,Event_230
14,Recording_47,Process_20,2022-03-01T05:10:55+00:00,Click UI element in window,Hyperlink 'Contacts' in Pane 'New Tab - Google Chrome - Person 1',Add the new customer from spreadsheet,Event_231
15,Recording_47,Process_20,2022-03-01T05:11:00+00:00,Press button in window,Button 'Create Contact' in Pane 'New Tab - Google Chrome - Person 1',Add the new customer from spreadsheet,Event_231
16,Recording_47,Process_20,2022-03-01T05:11:10+00:00,Click UI element in window,Text 'Advertisement' in Pane 'New Tab - Google Chrome - Person 1',Add the new customer from spreadsheet,Event_231
17,Recording_47,Process_20,2022-03-01T05:11:17+00:00,Populate text field in window,Edit in Pane 'New Tab - Google Chrome - Person 1'; Text:'Surname',Add the new customer from spreadsheet,Event_231
18,Recording_47,Process_20,2022-03-01T05:11:26+00:00,Populate text field in window,Edit 2 in Pane 'New Tab - Google Chrome - Person 1'; Text:'Rupal',Add the new customer from spreadsheet,Event_231
19,Recording_47,Process_20,2022-03-01T05:11:30+00:00,Click UI element in window,Edit 3 in Pane 'New Tab - Google Chrome - Person 1',Add the new customer from spreadsheet,Event_231
20,Recording_47,Process_20,2022-03-01T05:11:55+00:00,Click UI element in window,Button 'New Account' in Pane 'New Tab - Google Chrome - Person 1',Add the new customer from spreadsheet,Event_231
21,Recording_47,Process_20,2022-03-01T05:11:58+00:00,Click UI element in window,Data Item in Pane 'New Tab - Google Chrome - Person 1',Add the new customer from spreadsheet,Event_231
22,Recording_47,Process_20,2022-03-01T05:12:03+00:00,Populate text field in window,Edit 4 in Pane 'New Tab - Google Chrome - Person 1'; Text:'Rupal Surname',Add the new customer from spreadsheet,Event_231
23,Recording_47,Process_20,2022-03-01T05:12:05+00:00,Send keys,TextToSend:'{Return}',Add the new customer from spreadsheet,Event_231
24,Recording_47,Process_20,2022-03-01T05:12:15+00:00,Click UI element in window,Data Item 2 in Pane 'New Tab - Google Chrome - Person 1',Add the new customer from spreadsheet,Event_231
25,Recording_47,Process_20,2022-03-01T05:12:38+00:00,Click UI element in window,Tab Item 'New Employee Details.xlsx' in Pane 'New Tab - Google Chrome - Person 1',Add the new customer from spreadsheet,Event_231
26,Recording_47,Process_20,2022-03-01T05:12:45+00:00,Click UI element in window,Image in Pane 'New Tab - Google Chrome - Person 1',Add the new customer from spreadsheet,Event_231
