StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,label_EventName,label_EventId
0,Recording_2,Process_2,2022-02-21T06:41:31+00:00,Select menu option in window,Google Chrome - 3 running windows in Quick Launch Bar,Login to collaborative tool,Event_5
1,Recording_2,Process_2,2022-02-21T06:41:34+00:00,Click UI element in window,List Item 'New Tab - Google Chrome' in List 'Task Switcher',Login to collaborative tool,Event_5
2,Recording_2,Process_2,2022-02-21T06:41:36+00:00,Press button in window,Button 'SharePoint' in Pane 'New Tab - Google Chrome - Name',Login to collaborative tool,Event_5
3,Recording_2,Process_2,2022-02-21T06:41:39+00:00,Click UI element in window,Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome - Name',Login to collaborative tool,Event_5
4,Recording_2,Process_2,2022-02-21T06:41:43+00:00,Click UI element in window,Hyperlink 'Documents' in Pane 'New Tab - Google Chrome - Name',Login to collaborative tool,Event_5
5,Recording_2,Process_2,2022-02-21T06:41:46+00:00,Select menu option in window,Menu Item 'New' in Pane 'New Tab - Google Chrome - Name'," To collect the feedback points on ongoing project, prepare a word document",Event_6
6,Recording_2,Process_2,2022-02-21T06:41:49+00:00,Click UI element in window,Group in Pane 'New Tab - Google Chrome - Name'," To collect the feedback points on ongoing project, prepare a word document",Event_6
7,Recording_2,Process_2,2022-02-21T06:41:56+00:00,Click UI element in window,Text 'Document6' in Pane 'New Tab - Google Chrome - Name'," To collect the feedback points on ongoing project, prepare a word document",Event_6
8,Recording_2,Process_2,2022-02-21T06:42:03+00:00,Click UI element in window,Text 'File Name' in Pane 'New Tab - Google Chrome - Name'," To collect the feedback points on ongoing project, prepare a word document",Event_6
9,Recording_2,Process_2,2022-02-21T06:42:12+00:00,Populate text field in window,Edit 'File Name' in Pane 'New Tab - Google Chrome - Name'; Text:'Feedback points on project A'," To collect the feedback points on ongoing project, prepare a word document",Event_6
10,Recording_2,Process_2,2022-02-21T06:42:19+00:00,Click UI element in window,Text 'Saved' in Pane 'New Tab - Google Chrome - Name'," To collect the feedback points on ongoing project, prepare a word document",Event_6
11,Recording_2,Process_2,2022-02-21T06:42:21+00:00,Click UI element in window,Pane in Pane 'New Tab - Google Chrome - Name'," To collect the feedback points on ongoing project, prepare a word document",Event_6
12,Recording_2,Process_2,2022-02-21T06:42:22+00:00,Send keys,TextToSend:'1. {RShiftKey}(Q)uality issues internal as well as external{Return}{LShiftKey}(){RShiftKey}(C)ounting of hours{Return}{LShiftKey}(M)anpoower {Back}{Back}{Back}{Back}{Back}wer issue{Return}{RShiftKey}(TAT) need to be complete{Return}{LControlKey}({S}{S})'," To collect the feedback points on ongoing project, prepare a word document",Event_6
13,Recording_2,Process_2,2022-02-21T06:43:23+00:00,Select tab in window,Tab Item 'Feedback points on project A' in Pane 'New Tab - Google Chrome - Name'," To collect the feedback points on ongoing project, prepare a word document",Event_6
14,Recording_2,Process_2,2022-02-21T06:43:32+00:00,Drag and drop UI element in window,Image in Button 'New Tab' in Pane 'New Tab - Google Chrome - Name',"To set up a meeting with CEO, open the calender",Event_7
15,Recording_2,Process_2,2022-02-21T06:43:35+00:00,Click UI element in window,Document in Pane 'New Tab - Google Chrome - Name',"To set up a meeting with CEO, open the calender",Event_7
16,Recording_2,Process_2,2022-02-21T06:43:55+00:00,Click UI element in window,Data Item '25' in Pane 'New Tab - Google Chrome - Name',Select the date and set event  ,Event_8
17,Recording_2,Process_2,2022-02-21T06:43:57+00:00,Select menu option in window,Menu Item 'Create' in Pane 'New Tab - Google Chrome - Name',Select the date and set event  ,Event_8
18,Recording_2,Process_2,2022-02-21T06:44:04+00:00,Click UI element in window,Text 'Event' in Pane 'New Tab - Google Chrome - Name',Select the date and set event  ,Event_8
19,Recording_2,Process_2,2022-02-21T06:44:24+00:00,Populate text field in window,Edit 'Add title' in Pane 'New Tab - Google Chrome - Name'; Text:'Meeting with CEO on project A',Select the date and set event  ,Event_8
20,Recording_2,Process_2,2022-02-21T06:44:32+00:00,Click UI element in window,"Button 'Friday,  ...  not repeat' in Pane 'New Tab - Google Chrome - Name'",Select the date and set event  ,Event_8
21,Recording_2,Process_2,2022-02-21T06:44:37+00:00,Click UI element in window,Button 'Save' in Pane 'New Tab - Google Chrome - Name',Select the date and set event  ,Event_8
0,Recording_3,Process_2,2022-02-21T06:50:52+00:00,Press button in window,Firefox - 1 running window in Quick Launch Bar,Open the web-based collaborative platform,Event_9
1,Recording_3,Process_2,2022-02-21T06:50:57+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'o365',Open the web-based collaborative platform,Event_9
2,Recording_3,Process_2,2022-02-21T06:50:58+00:00,Send keys,TextToSend:'{Return}',Open the web-based collaborative platform,Event_9
3,Recording_3,Process_2,2022-02-21T06:51:03+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 - Google Search — Mozilla Firefox',Open the web-based collaborative platform,Event_9
4,Recording_3,Process_2,2022-02-21T06:51:09+00:00,Select menu option in window,Menu Item 'App launcher' in Window 'Microsoft Office Home — Mozilla Firefox',Open the web-based collaborative platform,Event_9
5,Recording_3,Process_2,2022-02-21T06:51:12+00:00,Click UI element in window,Hyperlink 'SharePoint' in Window 'Microsoft Office Home — Mozilla Firefox',Open the web-based collaborative platform,Event_9
6,Recording_3,Process_2,2022-02-21T06:51:15+00:00,Click UI element in window,Hyperlink 'Project RoadMap' in Window 'SharePoint — Mozilla Firefox',Open the web-based collaborative platform,Event_9
7,Recording_3,Process_2,2022-02-21T06:51:27+00:00,Click UI element in window,Hyperlink 'Documents' in Window 'Project RoadMap - Home — Mozilla Firefox', Create a word document to collect feedback points,Event_10
8,Recording_3,Process_2,2022-02-21T06:51:33+00:00,Select menu option in window,Menu Item 'New' in Window 'Project  ...  — Mozilla Firefox', Create a word document to collect feedback points,Event_10
